,Kingdom,Phylum,Class,Order,Family,Genus,Species
7c9c0c9985847d6bc8d0c5b31bff0ddd,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
ad5b0b16c16f4179f10079ed302803f6,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,NA,NA,NA
a720357af3deeb9836a632238f86bc7f,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__Lobulomycetaceae,g__Lobulomyces,NA
d35e481993df3550d85e305aeb0458a2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
194a4d47ba2267821249ba52d7c18d26,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA
8167f6ce20d025698e5b18fb461b0b5d,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
8260d0b6d11924a3f323ff3e17cb93bc,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
c5a1a0152bcde7dc59ecf56a21f060f4,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,NA,NA,NA
bd9eda32d7223eafa1a95cd8c33ab3de,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,NA
875e60b035e8e5cb302f510362901830,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Hysteriales,f__unidentified,g__unidentified,s__unidentified
78beb5346c3c5b59aca76341d31fe2c1,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
0452900ecc52b3f88fc1093b7c8baade,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
89f87ca8d07803b40fc5f8a9ae6fc049,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Cystobasidiopsis,NA
19475f763ab30411cb5d4bf2cdbd5a09,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unidentified,g__unidentified,s__unidentified
55704bed3a03ab07ac149ac939b87e91,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
81197778cee08feb9232f7c2352232aa,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
4042136ca2abfb09a9f12d4a51a208cf,k__Fungi,NA,NA,NA,NA,NA,NA
ff0f895cdb4c03c4908022f8f8dc845d,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
7ace8cc8778534ed5bf9c2ac133b5a84,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
540ac1add64ec75631425986a7325718,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,NA,NA
159d7ec3b3edbd77286e74f7246ddf71,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA
71249ed54f5c178db479aa7602b03269,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
6d87d77000b04b97c063b944ae000915,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA
04ec7f8388c7bdbae3c52f121e8b21c7,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Boliniales,f__Boliniales_fam_Incertae_sedis,g__Junewangia,s__unidentified
c9a73e9f176619eb5f55a29c0cba52e4,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Stilbum,NA
b1a18c58f4cf48414c39a5e8d4022365,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
aea6e49b1760ccd1d791cb7b72f0cb23,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,NA,NA
8704a2e3d67f8580fd6f651734d8d473,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,NA
e2e3a141c9fdaea079e9976c89a8f88f,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS22,f__unidentified,g__unidentified,s__unidentified
9696eb2c923b57eaeefb43af6f8da77c,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Entylomatales,f__Entylomatales_fam_Incertae_sedis,g__Tilletiopsis,s__Tilletiopsis_washingtonensis
617846ee1a0ee78169528465ff35ee5d,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,NA,NA,NA
9d46e4b0b9f87baad1cfd5516c0c340a,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA
4ca98a76c9e19d409fe74003e5a882a5,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
44d03bf94569cc1cff0b0684e980fab6,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS22,f__unidentified,g__unidentified,s__unidentified
637c2eff326748f34ff247c656cc86c7,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,f__Lobulomycetaceae,g__Lobulomyces,s__Lobulomyces_poculatus
73f489e85926ef0d3c5b3472d0b18c3b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
774eafbd26663e6c2c329039a82976f9,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
e812757653153681d2c2c11762568754,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,NA
41e34bc4efb53cc9f84f1c38af3c2c9f,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Trimorphomyces,s__unidentified
cc28c864d85a1fcb084aff1f69580ac3,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
df36d319af9396fe1f957c265e991703,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,NA
65521bbd9c8e6b07cdce1f43bf43b308,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Trimorphomyces,s__unidentified
928260e119b4bced0761fbf8a14d8a81,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__unidentified,g__unidentified,s__unidentified
584153ff6a1393f09108b1dcc2742d43,k__Fungi,NA,NA,NA,NA,NA,NA
1c8ebd264fc69701088a58a17f71ea50,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,NA,NA,NA
c5cd9c75b2323429a3afe4994128d225,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
8dde1019a8f976ba8097d27f20e2ad1b,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Septobasidiales,f__Septobasidiaceae,g__Septobasidium,NA
674cb06c9b91c94961dd45cd67fe0a98,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,NA,NA,NA
c7d79df8d051323f84d6a76478eddc25,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,NA,NA,NA
53a3c8a142df00d38ba9f851d1ab0f5a,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__Taphrina_pruni
2c60e8c17e2a5726b620223ac67dc449,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
e29218aa076788b09e7d7d66a43bf2ae,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__unidentified
0998c182177d11394bac2bb3db9db663,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__unidentified,g__unidentified,s__unidentified
fe7585d30964c6b469cb9967e76c16d2,k__Fungi,p__Mucoromycota,NA,NA,NA,NA,NA
c6f705292f1924fa5f1aef5051822c93,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
bba236e69ffd80d2f57348761c46155a,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Peltaster,NA
e1ffde61c3ee8578c7efa4943413c293,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
f6cd8abd8463f9ca117655ab14271457,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
80b01436a9964737199c481e54d5655c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
6e07246fd90abfd7aa65f3cd0a8ede84,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
c020cdf6de2711c81d6997cf5cf86330,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,NA,NA
b54f0817e2e219ce662e0c302ae719db,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
e8836e68ebfa28aab4fc8103d9f0419f,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,NA,NA,NA
64312516e9ff6ad9ae209b46ddb64b19,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
6b9f071fc13dea92808ec69acbe8c1a2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
927d5878d4d704246737747f15755af5,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,NA
533cad57c349f927dce659e6e8b7be49,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
6f5d1582161a25f10282de6d7566da92,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,NA,NA
83f03ca894d7a04071e1206893854f9b,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
fee45f8cc86453957051fefe1439b790,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA,NA
67c37e008d3e3e42bb6d78dce1c933c7,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
14a831149d70978b226100976b42f018,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unidentified,g__unidentified,s__unidentified
27f86fb6c612c7b25a3f572f5e9565c0,k__Fungi,NA,NA,NA,NA,NA,NA
473e51ede4d0ece62ab387dc220d83c6,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA
92998b7f9028ae98f717e152b8e2aab7,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
fe738634912ce9c29bd8db06606a97c4,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
027ead7a14003567624ed23fd75c1244,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
a4356c5fc8f1ab227b3cd8bc9aa7f788,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
76817f4abc0cf26fc34274aa21975c5e,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
66fc511c9e412458c6bdae57b2b3e314,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,NA,NA,NA,NA
c192876214f3b0cb4115a842560569a4,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__unidentified,s__unidentified
7bb49a7040a4ec34118474cdd73dc440,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
569af775fa6f7d99628cca754254a420,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,NA
877483e3b998b2701cc866cbb831b41a,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Caliciales,f__Physciaceae,g__Physcia,NA
49a30b88199aa93ef8e1ab960fa18923,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
451de88086f587a43fa81621d9e9e48d,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__unidentified,g__unidentified,s__unidentified
465fae7f90111d67cf64409befe20f81,k__Fungi,p__Rozellomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
594ae6f97a9dc0156c570eca707a4249,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
bbc3f53d123914c01039864df0e7dbed,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
7e4934a8299a4a3147bf6e8e8725e113,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,NA,NA
d1e2e9e115b22a72fc83655e36e9b342,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,NA
9995250e116662d045f8e9e7b49a30c2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
4dd3f76e87d61af245d6a67f920643b8,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
3a71c792a8a13899e9a1d51d12e0bc7d,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unidentified,g__unidentified,s__unidentified
93fea888dcf4cd6d79b2070ab349bff2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
f04c8d86b6b3c6bf8412769cde5430d9,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Septobasidiales,f__Septobasidiaceae,g__Septobasidium,NA
c188de29dceb2dc796f323975d761fb6,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA
db319a167d975c4e22288ca12adcc616,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
dda742c3e965c4b64535a0ad457c3946,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
9f6fdd6025fc493957b7f4e0e270525d,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonaceae,g__Endogone,NA
17b41364033077acc4e0e6065b3ab645,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
c0d926f90b49783c50b230c90e7c40e6,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
266cf74e944ed6aa9dee539eeb1ef4f1,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
4cb46c48ceb66d9ca0fdc8116937125f,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
0a2e429bd5e2d3ed7a0e73bf03c5029c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA
4987928ab0f6ed72cb57ce09ae06bc58,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
a635140c268a7884c60f713fcf1a1210,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
6cef050ad626b89a8019ccce58390c2e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
